Date,Site,Count,match,Year
2020-08-09,South Mountain-Telegraph Pass Trail,210.0,South Mountain,2020
2020-08-09,E - Camelback - Cholla Trail ,2.0,Echo Canyon Camelback Mountain,2020
2020-08-10,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-10,E - PMP - Piestewa Summit Trail,883.0,Piestewa Peak,2020
2020-08-10,N - 25th St. and Acoma-Shadow Mtn N,24.0,Shadow Mountain,2020
2020-08-10,N - Deem Hills - East - 39th Ave TH,27.0,Deem Hills,2020
2020-08-10,N - Deem Hills - West - 51st Ave TH,37.0,Deem Hills,2020
2020-08-10,N - Lookout Mountain - 306 - North Side TH,266.0,Lookout Mountain,2020
2020-08-10,N - North Mountain - 44-Tower Road,1042.0,North Mountain Shaw Butte,2020
2020-08-10,South Mountain- Desert Classic Trail,65.0,South Mountain,2020
2020-08-10,South Mountain-620 Trailhead,16.0,South Mountain,2020
2020-08-10,South Mountain-Hau'Pal,111.0,South Mountain,2020
2020-08-10,South Mountain-Holbert Trail,39.0,South Mountain,2020
2020-08-10,South Mountain-Judith Tunell Trail,6.0,South Mountain,2020
2020-08-10,South Mountain-Kiwanis Trail ,,South Mountain,2020
2020-08-10,South Mountain-Ma-Ha-Tuak Perimeter,153.0,South Mountain,2020
2020-08-10,South Mountain-Mormon Trail,109.0,South Mountain,2020
2020-08-10,South Mountain-Pima Dirt Rd. ,250.0,South Mountain,2020
2020-08-10,South Mountain-Pima West Loop,214.0,South Mountain,2020
2020-08-10,South Mountain-Telegraph Pass Trail,131.0,South Mountain,2020
2020-08-11,E - Camelback - Cholla Trail ,3.0,Echo Canyon Camelback Mountain,2020
2020-08-11,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-11,E - PMP - Piestewa Summit Trail,889.0,Piestewa Peak,2020
2020-08-11,N - 25th St. and Acoma-Shadow Mtn N,17.0,Shadow Mountain,2020
2020-08-11,N - Deem Hills - East - 39th Ave TH,43.0,Deem Hills,2020
2020-08-11,N - Deem Hills - West - 51st Ave TH,53.0,Deem Hills,2020
2020-08-11,N - Lookout Mountain - 306 - North Side TH,298.0,Lookout Mountain,2020
2020-08-11,N - North Mountain - 44-Tower Road,1090.0,North Mountain Shaw Butte,2020
2020-08-11,South Mountain- Desert Classic Trail,107.0,South Mountain,2020
2020-08-11,South Mountain-620 Trailhead,34.0,South Mountain,2020
2020-08-11,South Mountain-Hau'Pal,140.0,South Mountain,2020
2020-08-11,South Mountain-Holbert Trail,29.0,South Mountain,2020
2020-08-11,South Mountain-Judith Tunell Trail,8.0,South Mountain,2020
2020-08-11,South Mountain-Kiwanis Trail ,98.0,South Mountain,2020
2020-08-11,South Mountain-Ma-Ha-Tuak Perimeter,74.0,South Mountain,2020
2020-08-11,South Mountain-Mormon Trail,176.0,South Mountain,2020
2020-08-11,South Mountain-Pima Dirt Rd. ,397.0,South Mountain,2020
2020-08-11,South Mountain-Pima West Loop,206.0,South Mountain,2020
2020-08-11,South Mountain-Telegraph Pass Trail,145.0,South Mountain,2020
2020-08-12,E - Camelback - Cholla Trail ,25.0,Echo Canyon Camelback Mountain,2020
2020-08-12,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-12,E - PMP - Piestewa Summit Trail,907.0,Piestewa Peak,2020
2020-08-12,N - 25th St. and Acoma-Shadow Mtn N,37.0,Shadow Mountain,2020
2020-08-12,N - Deem Hills - East - 39th Ave TH,43.0,Deem Hills,2020
2020-08-12,N - Deem Hills - West - 51st Ave TH,53.0,Deem Hills,2020
2020-08-12,N - Lookout Mountain - 306 - North Side TH,321.0,Lookout Mountain,2020
2020-08-12,N - North Mountain - 44-Tower Road,1022.0,North Mountain Shaw Butte,2020
2020-08-12,South Mountain- Desert Classic Trail,84.0,South Mountain,2020
2020-08-12,South Mountain-620 Trailhead,64.0,South Mountain,2020
2020-08-12,South Mountain-Hau'Pal,131.0,South Mountain,2020
2020-08-12,South Mountain-Holbert Trail,39.0,South Mountain,2020
2020-08-12,South Mountain-Judith Tunell Trail,14.0,South Mountain,2020
2020-08-12,South Mountain-Kiwanis Trail ,82.0,South Mountain,2020
2020-08-12,South Mountain-Ma-Ha-Tuak Perimeter,63.0,South Mountain,2020
2020-08-12,South Mountain-Mormon Trail,143.0,South Mountain,2020
2020-08-12,South Mountain-Pima Dirt Rd. ,341.0,South Mountain,2020
2020-08-12,South Mountain-Pima West Loop,263.0,South Mountain,2020
2020-08-12,South Mountain-Telegraph Pass Trail,155.0,South Mountain,2020
2020-08-12,E - Camelback - Cholla Trail ,10.0,Echo Canyon Camelback Mountain,2020
2020-08-13,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-13,E - PMP - Piestewa Summit Trail,925.0,Piestewa Peak,2020
2020-08-13,N - 25th St. and Acoma-Shadow Mtn N,18.0,Shadow Mountain,2020
2020-08-13,N - Deem Hills - East - 39th Ave TH,26.0,Deem Hills,2020
2020-08-13,N - Deem Hills - West - 51st Ave TH,29.0,Deem Hills,2020
2020-08-13,N - Lookout Mountain - 306 - North Side TH,269.0,Lookout Mountain,2020
2020-08-13,N - North Mountain - 44-Tower Road,1008.0,North Mountain Shaw Butte,2020
2020-08-13,South Mountain- Desert Classic Trail,69.0,South Mountain,2020
2020-08-13,South Mountain-620 Trailhead,22.0,South Mountain,2020
2020-08-13,South Mountain-Hau'Pal,125.0,South Mountain,2020
2020-08-13,South Mountain-Holbert Trail,42.0,South Mountain,2020
2020-08-13,South Mountain-Judith Tunell Trail,18.0,South Mountain,2020
2020-08-13,South Mountain-Kiwanis Trail ,83.0,South Mountain,2020
2020-08-13,South Mountain-Ma-Ha-Tuak Perimeter,63.0,South Mountain,2020
2020-08-13,South Mountain-Mormon Trail,162.0,South Mountain,2020
2020-08-13,South Mountain-Pima Dirt Rd. ,330.0,South Mountain,2020
2020-08-13,South Mountain-Pima West Loop,197.0,South Mountain,2020
2020-08-13,South Mountain-Telegraph Pass Trail,129.0,South Mountain,2020
2020-08-14,E - Camelback - Cholla Trail ,15.0,Echo Canyon Camelback Mountain,2020
2020-08-14,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-14,E - PMP - Piestewa Summit Trail,791.0,Piestewa Peak,2020
2020-08-14,N - 25th St. and Acoma-Shadow Mtn N,17.0,Shadow Mountain,2020
2020-08-14,N - Deem Hills - East - 39th Ave TH,39.0,Deem Hills,2020
2020-08-14,N - Deem Hills - West - 51st Ave TH,38.0,Deem Hills,2020
2020-08-14,N - Lookout Mountain - 306 - North Side TH,231.0,Lookout Mountain,2020
2020-08-14,N - North Mountain - 44-Tower Road,719.0,North Mountain Shaw Butte,2020
2020-08-14,South Mountain- Desert Classic Trail,76.0,South Mountain,2020
2020-08-14,South Mountain-620 Trailhead,7.0,South Mountain,2020
2020-08-14,South Mountain-Hau'Pal,123.0,South Mountain,2020
2020-08-14,South Mountain-Holbert Trail,40.0,South Mountain,2020
2020-08-14,South Mountain-Judith Tunell Trail,7.0,South Mountain,2020
2020-08-14,South Mountain-Kiwanis Trail ,61.0,South Mountain,2020
2020-08-14,South Mountain-Ma-Ha-Tuak Perimeter,75.0,South Mountain,2020
2020-08-14,South Mountain-Mormon Trail,96.0,South Mountain,2020
2020-08-14,South Mountain-Pima Dirt Rd. ,326.0,South Mountain,2020
2020-08-14,South Mountain-Pima West Loop,213.0,South Mountain,2020
2020-08-14,South Mountain-Telegraph Pass Trail,160.0,South Mountain,2020
2020-08-15,E - Camelback - Cholla Trail ,21.0,Echo Canyon Camelback Mountain,2020
2020-08-15,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-15,E - PMP - Piestewa Summit Trail,928.0,Piestewa Peak,2020
2020-08-15,N - 25th St. and Acoma-Shadow Mtn N,22.0,Shadow Mountain,2020
2020-08-15,N - Deem Hills - East - 39th Ave TH,41.0,Deem Hills,2020
2020-08-15,N - Deem Hills - West - 51st Ave TH,39.0,Deem Hills,2020
2020-08-15,N - Lookout Mountain - 306 - North Side TH,259.0,Lookout Mountain,2020
2020-08-15,N - North Mountain - 44-Tower Road,632.0,North Mountain Shaw Butte,2020
2020-08-15,South Mountain- Desert Classic Trail,109.0,South Mountain,2020
2020-08-15,South Mountain-620 Trailhead,47.0,South Mountain,2020
2020-08-15,South Mountain-Hau'Pal,138.0,South Mountain,2020
2020-08-15,South Mountain-Holbert Trail,73.0,South Mountain,2020
2020-08-15,South Mountain-Judith Tunell Trail,7.0,South Mountain,2020
2020-08-15,South Mountain-Kiwanis Trail ,124.0,South Mountain,2020
2020-08-15,South Mountain-Ma-Ha-Tuak Perimeter,120.0,South Mountain,2020
2020-08-15,South Mountain-Mormon Trail,227.0,South Mountain,2020
2020-08-15,South Mountain-Pima Dirt Rd. ,395.0,South Mountain,2020
2020-08-15,South Mountain-Pima West Loop,231.0,South Mountain,2020
2020-08-15,South Mountain-Telegraph Pass Trail,171.0,South Mountain,2020
2020-08-16,E - Camelback - Cholla Trail ,15.0,Echo Canyon Camelback Mountain,2020
2020-08-16,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-16,E - PMP - Piestewa Summit Trail,855.0,Piestewa Peak,2020
2020-08-16,N - 25th St. and Acoma-Shadow Mtn N,18.0,Shadow Mountain,2020
2020-08-16,N - Deem Hills - East - 39th Ave TH,29.0,Deem Hills,2020
2020-08-16,N - Deem Hills - West - 51st Ave TH,37.0,Deem Hills,2020
2020-08-16,N - Lookout Mountain - 306 - North Side TH,301.0,Lookout Mountain,2020
2020-08-16,N - North Mountain - 44-Tower Road,521.0,North Mountain Shaw Butte,2020
2020-08-16,South Mountain- Desert Classic Trail,111.0,South Mountain,2020
2020-08-16,South Mountain-620 Trailhead,41.0,South Mountain,2020
2020-08-16,South Mountain-Hau'Pal,92.0,South Mountain,2020
2020-08-16,South Mountain-Holbert Trail,60.0,South Mountain,2020
2020-08-16,South Mountain-Judith Tunell Trail,19.0,South Mountain,2020
2020-08-16,South Mountain-Kiwanis Trail ,98.0,South Mountain,2020
2020-08-16,South Mountain-Ma-Ha-Tuak Perimeter,109.0,South Mountain,2020
2020-08-16,South Mountain-Mormon Trail,149.0,South Mountain,2020
2020-08-16,South Mountain-Pima Dirt Rd. ,361.0,South Mountain,2020
2020-08-16,South Mountain-Pima West Loop,236.0,South Mountain,2020
2020-08-16,South Mountain-Telegraph Pass Trail,140.0,South Mountain,2020
2020-08-17,E - Camelback - Cholla Trail ,3.0,Echo Canyon Camelback Mountain,2020
2020-08-17,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-17,E - PMP - Piestewa Summit Trail,798.0,Piestewa Peak,2020
2020-08-17,N - 25th St. and Acoma-Shadow Mtn N,15.0,Shadow Mountain,2020
2020-08-17,N - Deem Hills - East - 39th Ave TH,24.0,Deem Hills,2020
2020-08-17,N - Deem Hills - West - 51st Ave TH,36.0,Deem Hills,2020
2020-08-17,N - Lookout Mountain - 306 - North Side TH,167.0,Lookout Mountain,2020
2020-08-17,N - North Mountain - 44-Tower Road,827.0,North Mountain Shaw Butte,2020
2020-08-17,South Mountain- Desert Classic Trail,57.0,South Mountain,2020
2020-08-17,South Mountain-620 Trailhead,24.0,South Mountain,2020
2020-08-17,South Mountain-Hau'Pal,96.0,South Mountain,2020
2020-08-17,South Mountain-Holbert Trail,33.0,South Mountain,2020
2020-08-17,South Mountain-Judith Tunell Trail,3.0,South Mountain,2020
2020-08-17,South Mountain-Kiwanis Trail ,65.0,South Mountain,2020
2020-08-17,South Mountain-Ma-Ha-Tuak Perimeter,38.0,South Mountain,2020
2020-08-17,South Mountain-Mormon Trail,101.0,South Mountain,2020
2020-08-17,South Mountain-Pima Dirt Rd. ,219.0,South Mountain,2020
2020-08-17,South Mountain-Pima West Loop,183.0,South Mountain,2020
2020-08-17,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-18,E - Camelback - Cholla Trail ,4.0,Echo Canyon Camelback Mountain,2020
2020-08-18,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-18,E - PMP - Piestewa Summit Trail,846.0,Piestewa Peak,2020
2020-08-18,N - 25th St. and Acoma-Shadow Mtn N,17.0,Shadow Mountain,2020
2020-08-18,N - Deem Hills - East - 39th Ave TH,34.0,Deem Hills,2020
2020-08-18,N - Deem Hills - West - 51st Ave TH,28.0,Deem Hills,2020
2020-08-18,N - Lookout Mountain - 306 - North Side TH,253.0,Lookout Mountain,2020
2020-08-18,N - North Mountain - 44-Tower Road,1016.0,North Mountain Shaw Butte,2020
2020-08-18,South Mountain- Desert Classic Trail,98.0,South Mountain,2020
2020-08-18,South Mountain-620 Trailhead,6.0,South Mountain,2020
2020-08-18,South Mountain-Hau'Pal,127.0,South Mountain,2020
2020-08-18,South Mountain-Holbert Trail,35.0,South Mountain,2020
2020-08-18,South Mountain-Judith Tunell Trail,6.0,South Mountain,2020
2020-08-18,South Mountain-Kiwanis Trail ,75.0,South Mountain,2020
2020-08-18,South Mountain-Ma-Ha-Tuak Perimeter,26.0,South Mountain,2020
2020-08-18,South Mountain-Mormon Trail,92.0,South Mountain,2020
2020-08-18,South Mountain-Pima Dirt Rd. ,289.0,South Mountain,2020
2020-08-18,South Mountain-Pima West Loop,180.0,South Mountain,2020
2020-08-18,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-19,E - Camelback - Cholla Trail ,6.0,Echo Canyon Camelback Mountain,2020
2020-08-19,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-19,E - PMP - Piestewa Summit Trail,939.0,Piestewa Peak,2020
2020-08-19,N - 25th St. and Acoma-Shadow Mtn N,15.0,Shadow Mountain,2020
2020-08-19,N - Deem Hills - East - 39th Ave TH,32.0,Deem Hills,2020
2020-08-19,N - Deem Hills - West - 51st Ave TH,32.0,Deem Hills,2020
2020-08-19,N - Lookout Mountain - 306 - North Side TH,328.0,Lookout Mountain,2020
2020-08-19,N - North Mountain - 44-Tower Road,1027.0,North Mountain Shaw Butte,2020
2020-08-19,South Mountain- Desert Classic Trail,123.0,South Mountain,2020
2020-08-19,South Mountain-620 Trailhead,25.0,South Mountain,2020
2020-08-19,South Mountain-Hau'Pal,138.0,South Mountain,2020
2020-08-19,South Mountain-Holbert Trail,39.0,South Mountain,2020
2020-08-19,South Mountain-Judith Tunell Trail,2.0,South Mountain,2020
2020-08-19,South Mountain-Kiwanis Trail ,46.0,South Mountain,2020
2020-08-19,South Mountain-Ma-Ha-Tuak Perimeter,34.0,South Mountain,2020
2020-08-19,South Mountain-Mormon Trail,104.0,South Mountain,2020
2020-08-19,South Mountain-Pima Dirt Rd. ,286.0,South Mountain,2020
2020-08-19,South Mountain-Pima West Loop,196.0,South Mountain,2020
2020-08-19,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-20,E - Camelback - Cholla Trail ,6.0,Echo Canyon Camelback Mountain,2020
2020-08-20,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-20,E - PMP - Piestewa Summit Trail,908.0,Piestewa Peak,2020
2020-08-20,N - 25th St. and Acoma-Shadow Mtn N,11.0,Shadow Mountain,2020
2020-08-20,N - Deem Hills - East - 39th Ave TH,18.0,Deem Hills,2020
2020-08-20,N - Deem Hills - West - 51st Ave TH,27.0,Deem Hills,2020
2020-08-20,N - Lookout Mountain - 306 - North Side TH,244.0,Lookout Mountain,2020
2020-08-20,N - North Mountain - 44-Tower Road,764.0,North Mountain Shaw Butte,2020
2020-08-20,South Mountain- Desert Classic Trail,97.0,South Mountain,2020
2020-08-20,South Mountain-620 Trailhead,11.0,South Mountain,2020
2020-08-20,South Mountain-Hau'Pal,127.0,South Mountain,2020
2020-08-20,South Mountain-Holbert Trail,24.0,South Mountain,2020
2020-08-20,South Mountain-Judith Tunell Trail,3.0,South Mountain,2020
2020-08-20,South Mountain-Kiwanis Trail ,68.0,South Mountain,2020
2020-08-20,South Mountain-Ma-Ha-Tuak Perimeter,41.0,South Mountain,2020
2020-08-20,South Mountain-Mormon Trail,80.0,South Mountain,2020
2020-08-20,South Mountain-Pima Dirt Rd. ,264.0,South Mountain,2020
2020-08-20,South Mountain-Pima West Loop,186.0,South Mountain,2020
2020-08-20,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-21,E - Camelback - Cholla Trail ,11.0,Echo Canyon Camelback Mountain,2020
2020-08-21,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-21,E - PMP - Piestewa Summit Trail,891.0,Piestewa Peak,2020
2020-08-21,N - 25th St. and Acoma-Shadow Mtn N,10.0,Shadow Mountain,2020
2020-08-21,N - Deem Hills - East - 39th Ave TH,43.0,Deem Hills,2020
2020-08-21,N - Deem Hills - West - 51st Ave TH,33.0,Deem Hills,2020
2020-08-21,N - Lookout Mountain - 306 - North Side TH,222.0,Lookout Mountain,2020
2020-08-21,N - North Mountain - 44-Tower Road,604.0,North Mountain Shaw Butte,2020
2020-08-21,South Mountain- Desert Classic Trail,46.0,South Mountain,2020
2020-08-21,South Mountain-620 Trailhead,0.0,South Mountain,2020
2020-08-21,South Mountain-Hau'Pal,108.0,South Mountain,2020
2020-08-21,South Mountain-Holbert Trail,50.0,South Mountain,2020
2020-08-21,South Mountain-Judith Tunell Trail,5.0,South Mountain,2020
2020-08-21,South Mountain-Kiwanis Trail ,72.0,South Mountain,2020
2020-08-21,South Mountain-Ma-Ha-Tuak Perimeter,73.0,South Mountain,2020
2020-08-21,South Mountain-Mormon Trail,107.0,South Mountain,2020
2020-08-21,South Mountain-Pima Dirt Rd. ,352.0,South Mountain,2020
2020-08-21,South Mountain-Pima West Loop,53.0,South Mountain,2020
2020-08-21,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-22,E - Camelback - Cholla Trail ,33.0,Echo Canyon Camelback Mountain,2020
2020-08-22,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-22,E - PMP - Piestewa Summit Trail,1060.0,Piestewa Peak,2020
2020-08-22,N - 25th St. and Acoma-Shadow Mtn N,13.0,Shadow Mountain,2020
2020-08-22,N - Deem Hills - East - 39th Ave TH,54.0,Deem Hills,2020
2020-08-22,N - Deem Hills - West - 51st Ave TH,84.0,Deem Hills,2020
2020-08-22,N - Lookout Mountain - 306 - North Side TH,284.0,Lookout Mountain,2020
2020-08-22,N - North Mountain - 44-Tower Road,618.0,North Mountain Shaw Butte,2020
2020-08-22,South Mountain- Desert Classic Trail,78.0,South Mountain,2020
2020-08-22,South Mountain-620 Trailhead,12.0,South Mountain,2020
2020-08-22,South Mountain-Hau'Pal,108.0,South Mountain,2020
2020-08-22,South Mountain-Holbert Trail,97.0,South Mountain,2020
2020-08-22,South Mountain-Judith Tunell Trail,19.0,South Mountain,2020
2020-08-22,South Mountain-Kiwanis Trail ,116.0,South Mountain,2020
2020-08-22,South Mountain-Ma-Ha-Tuak Perimeter,47.0,South Mountain,2020
2020-08-22,South Mountain-Mormon Trail,146.0,South Mountain,2020
2020-08-22,South Mountain-Pima Dirt Rd. ,530.0,South Mountain,2020
2020-08-22,South Mountain-Pima West Loop,174.0,South Mountain,2020
2020-08-22,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-23,E - Camelback - Cholla Trail ,11.0,Echo Canyon Camelback Mountain,2020
2020-08-23,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-23,E - PMP - Piestewa Summit Trail,936.0,Piestewa Peak,2020
2020-08-23,N - 25th St. and Acoma-Shadow Mtn N,21.0,Shadow Mountain,2020
2020-08-23,N - Deem Hills - East - 39th Ave TH,51.0,Deem Hills,2020
2020-08-23,N - Deem Hills - West - 51st Ave TH,52.0,Deem Hills,2020
2020-08-23,N - Lookout Mountain - 306 - North Side TH,207.0,Lookout Mountain,2020
2020-08-23,N - North Mountain - 44-Tower Road,615.0,North Mountain Shaw Butte,2020
2020-08-23,South Mountain- Desert Classic Trail,99.0,South Mountain,2020
2020-08-23,South Mountain-620 Trailhead,40.0,South Mountain,2020
2020-08-23,South Mountain-Hau'Pal,110.0,South Mountain,2020
2020-08-23,South Mountain-Holbert Trail,162.0,South Mountain,2020
2020-08-23,South Mountain-Judith Tunell Trail,16.0,South Mountain,2020
2020-08-23,South Mountain-Kiwanis Trail ,19.0,South Mountain,2020
2020-08-23,South Mountain-Ma-Ha-Tuak Perimeter,31.0,South Mountain,2020
2020-08-23,South Mountain-Mormon Trail,128.0,South Mountain,2020
2020-08-23,South Mountain-Pima Dirt Rd. ,436.0,South Mountain,2020
2020-08-23,South Mountain-Pima West Loop,200.0,South Mountain,2020
2020-08-23,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-24,E - Camelback - Cholla Trail ,1.0,Echo Canyon Camelback Mountain,2020
2020-08-24,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-24,E - PMP - Piestewa Summit Trail,756.0,Piestewa Peak,2020
2020-08-24,N - 25th St. and Acoma-Shadow Mtn N,20.0,Shadow Mountain,2020
2020-08-24,N - Deem Hills - East - 39th Ave TH,28.0,Deem Hills,2020
2020-08-24,N - Deem Hills - West - 51st Ave TH,32.0,Deem Hills,2020
2020-08-24,N - Lookout Mountain - 306 - North Side TH,257.0,Lookout Mountain,2020
2020-08-24,N - North Mountain - 44-Tower Road,837.0,North Mountain Shaw Butte,2020
2020-08-24,South Mountain- Desert Classic Trail,71.0,South Mountain,2020
2020-08-24,South Mountain-620 Trailhead,6.0,South Mountain,2020
2020-08-24,South Mountain-Hau'Pal,104.0,South Mountain,2020
2020-08-24,South Mountain-Holbert Trail,,South Mountain,2020
2020-08-24,South Mountain-Judith Tunell Trail,11.0,South Mountain,2020
2020-08-24,South Mountain-Kiwanis Trail ,47.0,South Mountain,2020
2020-08-24,South Mountain-Ma-Ha-Tuak Perimeter,21.0,South Mountain,2020
2020-08-24,South Mountain-Mormon Trail,73.0,South Mountain,2020
2020-08-24,South Mountain-Pima Dirt Rd. ,296.0,South Mountain,2020
2020-08-24,South Mountain-Pima West Loop,132.0,South Mountain,2020
2020-08-24,South Mountain-Telegraph Pass Trail,,South Mountain,2020
2020-08-25,E - Camelback - Cholla Trail ,5.0,Echo Canyon Camelback Mountain,2020
2020-08-25,E - Camelback - Echo Canyon Trail,,Echo Canyon Camelback Mountain,2020
2020-08-25,E - PMP - Piestewa Summit Trail,908.0,Piestewa Peak,2020
2020-08-25,N - 25th St. and Acoma-Shadow Mtn N,22.0,Shadow Mountain,2020
2020-08-25,N - Deem Hills - East - 39th Ave TH,35.0,Deem Hills,2020
2020-08-25,N - Deem Hills - West - 51st Ave TH,29.0,Deem Hills,2020
2020-08-25,N - Lookout Mountain - 306 - North Side TH,263.0,Lookout Mountain,2020
2020-08-25,N - North Mountain - 44-Tower Road,802.0,North Mountain Shaw Butte,2020
2020-08-25,South Mountain- Desert Classic Trail,79.0,South Mountain,2020
2020-08-25,South Mountain-620 Trailhead,0.0,South Mountain,2020
2020-08-25,South Mountain-Hau'Pal,130.0,South Mountain,2020
2020-08-25,South Mountain-Holbert Trail,,South Mountain,2020
2020-08-25,South Mountain-Judith Tunell Trail,13.0,South Mountain,2020
2020-08-25,South Mountain-Kiwanis Trail ,66.0,South Mountain,2020
2020-08-25,South Mountain-Ma-Ha-Tuak Perimeter,29.0,South Mountain,2020
2020-08-25,South Mountain-Mormon Trail,101.0,South Mountain,2020
2020-08-25,South Mountain-Pima Dirt Rd. ,297.0,South Mountain,2020
2020-08-25,South Mountain-Pima West Loop,158.0,South Mountain,2020
2020-08-25,South Mountain-Telegraph Pass Trail,146.0,South Mountain,2020
2020-08-26,E - Camelback - Cholla Trail ,5.0,Echo Canyon Camelback Mountain,2020
2020-08-26,E - Camelback - Echo Canyon Trail,34.0,Echo Canyon Camelback Mountain,2020
2020-08-26,E - PMP - Piestewa Summit Trail,862.0,Piestewa Peak,2020
2020-08-26,N - 25th St. and Acoma-Shadow Mtn N,13.0,Shadow Mountain,2020
2020-08-26,N - Deem Hills - East - 39th Ave TH,42.0,Deem Hills,2020
2020-08-26,N - Deem Hills - West - 51st Ave TH,38.0,Deem Hills,2020
2020-08-26,N - Lookout Mountain - 306 - North Side TH,307.0,Lookout Mountain,2020
2020-08-26,N - North Mountain - 44-Tower Road,863.0,North Mountain Shaw Butte,2020
2020-08-26,South Mountain- Desert Classic Trail,84.0,South Mountain,2020
2020-08-26,South Mountain-620 Trailhead,5.0,South Mountain,2020
2020-08-26,South Mountain-Hau'Pal,147.0,South Mountain,2020
2020-08-26,South Mountain-Holbert Trail,,South Mountain,2020
2020-08-26,South Mountain-Judith Tunell Trail,4.0,South Mountain,2020
2020-08-26,South Mountain-Kiwanis Trail ,73.0,South Mountain,2020
2020-08-26,South Mountain-Ma-Ha-Tuak Perimeter,20.0,South Mountain,2020
2020-08-26,South Mountain-Mormon Trail,96.0,South Mountain,2020
2020-08-26,South Mountain-Pima Dirt Rd. ,315.0,South Mountain,2020
2020-08-26,South Mountain-Pima West Loop,167.0,South Mountain,2020
2020-08-26,South Mountain-Telegraph Pass Trail,118.0,South Mountain,2020
2020-08-27,E - Camelback - Cholla Trail ,4.0,Echo Canyon Camelback Mountain,2020
2020-08-27,E - Camelback - Echo Canyon Trail,24.0,Echo Canyon Camelback Mountain,2020
2020-08-27,E - PMP - Piestewa Summit Trail,925.0,Piestewa Peak,2020
2020-08-27,N - 25th St. and Acoma-Shadow Mtn N,10.0,Shadow Mountain,2020
2020-08-27,N - Deem Hills - East - 39th Ave TH,32.0,Deem Hills,2020
2020-08-27,N - Deem Hills - West - 51st Ave TH,23.0,Deem Hills,2020
2020-08-27,N - Lookout Mountain - 306 - North Side TH,284.0,Lookout Mountain,2020
2020-08-27,N - North Mountain - 44-Tower Road,779.0,North Mountain Shaw Butte,2020
2020-08-27,South Mountain- Desert Classic Trail,71.0,South Mountain,2020
2020-08-27,South Mountain-620 Trailhead,57.0,South Mountain,2020
2020-08-27,South Mountain-Hau'Pal,116.0,South Mountain,2020
2020-08-27,South Mountain-Holbert Trail,,South Mountain,2020
2020-08-27,South Mountain-Judith Tunell Trail,9.0,South Mountain,2020
2020-08-27,South Mountain-Kiwanis Trail ,69.0,South Mountain,2020
2020-08-27,South Mountain-Ma-Ha-Tuak Perimeter,14.0,South Mountain,2020
2020-08-27,South Mountain-Mormon Trail,92.0,South Mountain,2020
2020-08-27,South Mountain-Pima Dirt Rd. ,329.0,South Mountain,2020
2020-08-27,South Mountain-Pima West Loop,170.0,South Mountain,2020
2020-08-27,South Mountain-Telegraph Pass Trail,121.0,South Mountain,2020
2020-08-28,E - Camelback - Cholla Trail ,9.0,Echo Canyon Camelback Mountain,2020
2020-08-28,E - Camelback - Echo Canyon Trail,24.0,Echo Canyon Camelback Mountain,2020
2020-08-28,E - PMP - Piestewa Summit Trail,859.0,Piestewa Peak,2020
2020-08-28,N - 25th St. and Acoma-Shadow Mtn N,10.0,Shadow Mountain,2020
2020-08-28,N - Deem Hills - East - 39th Ave TH,43.0,Deem Hills,2020
2020-08-28,N - Deem Hills - West - 51st Ave TH,26.0,Deem Hills,2020
2020-08-28,N - Lookout Mountain - 306 - North Side TH,207.0,Lookout Mountain,2020
2020-08-28,N - North Mountain - 44-Tower Road,570.0,North Mountain Shaw Butte,2020
2020-08-28,South Mountain- Desert Classic Trail,56.0,South Mountain,2020
2020-08-28,South Mountain-620 Trailhead,17.0,South Mountain,2020
2020-08-28,South Mountain-Hau'Pal,85.0,South Mountain,2020
2020-08-28,South Mountain-Holbert Trail,,South Mountain,2020
