Date,Site,Count
4/5/2020,South Mountain-Ma-Ha-Tuak Perimeter,241
4/5/2020,South Mountain-Mormon Trail,629
4/5/2020,South Mountain-Pima Dirt Rd. ,1226
4/5/2020,South Mountain-Pima West Loop,536
4/5/2020,South Mountain-Telegraph Pass Trail,467
4/6/2020,E - Camelback - Cholla Trail ,5
4/6/2020,E - Camelback - Echo Canyon Trail,371
4/6/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,509
4/6/2020,E - Dreamy Draw Park - Trail 103,
4/6/2020,E - Papago - 5K Fitness,319
4/6/2020,E - Papago - Archery,28
4/6/2020,E - Papago - Hole In The Rock,188
4/6/2020,E - PMP - 32nd St. Trailhead,366
4/6/2020,E - PMP - 40th St. Trailhead - East Access,303
4/6/2020,E - PMP - 40th St. Trailhead - Wash - West Access,258
4/6/2020,E - PMP - Piestewa Summit Trail,
4/6/2020,E - PMP - Trail 824,611
4/6/2020,E - PMP - Trail 928,149
4/6/2020,E - PMP - Trail8B - 7000 N. 36th,95
4/6/2020,N - 25th St. and Acoma-Shadow Mtn N,127
4/6/2020,N - 7th Ave - Peoria-Mtn. View Park Access,233
4/6/2020,N - Apache Wash Replacement,516
4/6/2020,N - Carefree Bridge - Cave Creek Wash,48
4/6/2020,N - Deem Hills - East - 39th Ave TH,200
4/6/2020,N - Deem Hills - West - 51st Ave TH,176
4/6/2020,N - Desert Hills - North - Ocotillo Trail,150
4/6/2020,N - Desert Hills - South - Sidewinder Trail,261
4/6/2020,N - Desert Vista TH - Hawk,216
4/6/2020,N - Lookout Mountain - 306 - North Side TH,769
4/6/2020,N - NMVC,281
4/6/2020,N - North Mountain - 44-Tower Road,1233
4/6/2020,N - Shaw Butte TH,790
4/6/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/6/2020,N-NM TOWER TR 44 REPL,
4/6/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,216
4/6/2020,RIO SALADO 2875 S. 7th Street SE,48
4/6/2020,RIO SALADO 3201 S. 16th Street SE,85
4/6/2020,RIO-16ST-SE-REPL,
4/6/2020,RIO-7TH ST SE-REPL,
4/6/2020,RIO-CENT-NEGW-REPL,
4/6/2020,South Mountain- Desert Classic Trail,219
4/6/2020,South Mountain-620 Trailhead,172
4/6/2020,South Mountain-Hau'Pal,205
4/6/2020,South Mountain-Holbert Trail,105
4/6/2020,South Mountain-Judith Tunell Trail,35
4/6/2020,South Mountain-Kiwanis Trail ,0
4/6/2020,South Mountain-Ma-Ha-Tuak Perimeter,149
4/6/2020,South Mountain-Mormon Trail,344
4/6/2020,South Mountain-Pima Dirt Rd. ,743
4/6/2020,South Mountain-Pima West Loop,361
4/6/2020,South Mountain-Telegraph Pass Trail,371
4/7/2020,E - Camelback - Cholla Trail ,6
4/7/2020,E - Camelback - Echo Canyon Trail,452
4/7/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,534
4/7/2020,E - Dreamy Draw Park - Trail 104,
4/7/2020,E - Papago - 5K Fitness,360
4/7/2020,E - Papago - Archery,46
4/7/2020,E - Papago - Hole In The Rock,179
4/7/2020,E - PMP - 32nd St. Trailhead,400
4/7/2020,E - PMP - 40th St. Trailhead - East Access,390
4/7/2020,E - PMP - 40th St. Trailhead - Wash - West Access,298
4/7/2020,E - PMP - Piestewa Summit Trail,
4/7/2020,E - PMP - Trail 1032,728
4/7/2020,E - PMP - Trail 1136,189
4/7/2020,E - PMP - Trail8B - 7000 N. 36th,87
4/7/2020,N - 25th St. and Acoma-Shadow Mtn N,124
4/7/2020,N - 7th Ave - Peoria-Mtn. View Park Access,260
4/7/2020,N - Apache Wash Replacement,576
4/7/2020,N - Carefree Bridge - Cave Creek Wash,90
4/7/2020,N - Deem Hills - East - 39th Ave TH,221
4/7/2020,N - Deem Hills - West - 51st Ave TH,243
4/7/2020,N - Desert Hills - North - Ocotillo Trail,196
4/7/2020,N - Desert Hills - South - Sidewinder Trail,250
4/7/2020,N - Desert Vista TH - Hawk,235
4/7/2020,N - Lookout Mountain - 306 - North Side TH,808
4/7/2020,N - NMVC,281
4/7/2020,N - North Mountain - 44-Tower Road,1438
4/7/2020,N - Shaw Butte TH,870
4/7/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/7/2020,N-NM TOWER TR 44 REPL,
4/7/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,185
4/7/2020,RIO SALADO 2875 S. 7th Street SE,63
4/7/2020,RIO SALADO 3201 S. 16th Street SE,64
4/7/2020,RIO-16ST-SE-REPL,
4/7/2020,RIO-7TH ST SE-REPL,
4/7/2020,RIO-CENT-NEGW-REPL,
4/7/2020,South Mountain- Desert Classic Trail,277
4/7/2020,South Mountain-620 Trailhead,235
4/7/2020,South Mountain-Hau'Pal,303
4/7/2020,South Mountain-Holbert Trail,93
4/7/2020,South Mountain-Judith Tunell Trail,76
4/7/2020,South Mountain-Kiwanis Trail ,0
4/7/2020,South Mountain-Ma-Ha-Tuak Perimeter,133
4/7/2020,South Mountain-Mormon Trail,455
4/7/2020,South Mountain-Pima Dirt Rd. ,908
4/7/2020,South Mountain-Pima West Loop,434
4/7/2020,South Mountain-Telegraph Pass Trail,407
4/8/2020,E - Camelback - Cholla Trail ,6
4/8/2020,E - Camelback - Echo Canyon Trail,315
4/8/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,397
4/8/2020,E - Dreamy Draw Park - Trail 104,
4/8/2020,E - Papago - 5K Fitness,320
4/8/2020,E - Papago - Archery,35
4/8/2020,E - Papago - Hole In The Rock,134
4/8/2020,E - PMP - 32nd St. Trailhead,366
4/8/2020,E - PMP - 40th St. Trailhead - East Access,366
4/8/2020,E - PMP - 40th St. Trailhead - Wash - West Access,256
4/8/2020,E - PMP - Piestewa Summit Trail,
4/8/2020,E - PMP - Trail 1032,655
4/8/2020,E - PMP - Trail 1136,168
4/8/2020,E - PMP - Trail8B - 7000 N. 36th,114
4/8/2020,N - 25th St. and Acoma-Shadow Mtn N,81
4/8/2020,N - 7th Ave - Peoria-Mtn. View Park Access,216
4/8/2020,N - Apache Wash Replacement,463
4/8/2020,N - Carefree Bridge - Cave Creek Wash,50
4/8/2020,N - Deem Hills - East - 39th Ave TH,202
4/8/2020,N - Deem Hills - West - 51st Ave TH,212
4/8/2020,N - Desert Hills - North - Ocotillo Trail,147
4/8/2020,N - Desert Hills - South - Sidewinder Trail,249
4/8/2020,N - Desert Vista TH - Hawk,221
4/8/2020,N - Lookout Mountain - 306 - North Side TH,731
4/8/2020,N - NMVC,291
4/8/2020,N - North Mountain - 44-Tower Road,1285
4/8/2020,N - Shaw Butte TH,568
4/8/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/8/2020,N-NM TOWER TR 44 REPL,
4/8/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,713
4/8/2020,RIO SALADO 2875 S. 7th Street SE,61
4/8/2020,RIO SALADO 3201 S. 16th Street SE,58
4/8/2020,RIO-16ST-SE-REPL,
4/8/2020,RIO-7TH ST SE-REPL,
4/8/2020,RIO-CENT-NEGW-REPL,
4/8/2020,South Mountain- Desert Classic Trail,251
4/8/2020,South Mountain-620 Trailhead,168
4/8/2020,South Mountain-Hau'Pal,261
4/8/2020,South Mountain-Holbert Trail,152
4/8/2020,South Mountain-Judith Tunell Trail,70
4/8/2020,South Mountain-Kiwanis Trail ,0
4/8/2020,South Mountain-Ma-Ha-Tuak Perimeter,97
4/8/2020,South Mountain-Mormon Trail,331
4/8/2020,South Mountain-Pima Dirt Rd. ,780
4/8/2020,South Mountain-Pima West Loop,355
4/8/2020,South Mountain-Telegraph Pass Trail,325
4/9/2020,E - Camelback - Cholla Trail ,14
4/9/2020,E - Camelback - Echo Canyon Trail,433
4/9/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,644
4/9/2020,E - Dreamy Draw Park - Trail 105,
4/9/2020,E - Papago - 5K Fitness,338
4/9/2020,E - Papago - Archery,82
4/9/2020,E - Papago - Hole In The Rock,253
4/9/2020,E - PMP - 32nd St. Trailhead,438
4/9/2020,E - PMP - 40th St. Trailhead - East Access,401
4/9/2020,E - PMP - 40th St. Trailhead - Wash - West Access,366
4/9/2020,E - PMP - Piestewa Summit Trail,
4/9/2020,E - PMP - Trail 1240,782
4/9/2020,E - PMP - Trail 1344,289
4/9/2020,E - PMP - Trail8B - 7000 N. 36th,132
4/9/2020,N - 25th St. and Acoma-Shadow Mtn N,80
4/9/2020,N - 7th Ave - Peoria-Mtn. View Park Access,307
4/9/2020,N - Apache Wash Replacement,702
4/9/2020,N - Carefree Bridge - Cave Creek Wash,61
4/9/2020,N - Deem Hills - East - 39th Ave TH,221
4/9/2020,N - Deem Hills - West - 51st Ave TH,263
4/9/2020,N - Desert Hills - North - Ocotillo Trail,199
4/9/2020,N - Desert Hills - South - Sidewinder Trail,335
4/9/2020,N - Desert Vista TH - Hawk,291
4/9/2020,N - Lookout Mountain - 306 - North Side TH,854
4/9/2020,N - NMVC,358
4/9/2020,N - North Mountain - 44-Tower Road,1509
4/9/2020,N - Shaw Butte TH,786
4/9/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/9/2020,N-NM TOWER TR 44 REPL,
4/9/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,136
4/9/2020,RIO SALADO 2875 S. 7th Street SE,77
4/9/2020,RIO SALADO 3201 S. 16th Street SE,81
4/9/2020,RIO-16ST-SE-REPL,
4/9/2020,RIO-7TH ST SE-REPL,
4/9/2020,RIO-CENT-NEGW-REPL,
4/9/2020,South Mountain- Desert Classic Trail,394
4/9/2020,South Mountain-620 Trailhead,221
4/9/2020,South Mountain-Hau'Pal,293
4/9/2020,South Mountain-Holbert Trail,136
4/9/2020,South Mountain-Judith Tunell Trail,118
4/9/2020,South Mountain-Kiwanis Trail ,8
4/9/2020,South Mountain-Ma-Ha-Tuak Perimeter,136
4/9/2020,South Mountain-Mormon Trail,435
4/9/2020,South Mountain-Pima Dirt Rd. ,1123
4/9/2020,South Mountain-Pima West Loop,686
4/9/2020,South Mountain-Telegraph Pass Trail,451
4/10/2020,E - Camelback - Cholla Trail ,14
4/10/2020,E - Camelback - Echo Canyon Trail,528
4/10/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,624
4/10/2020,E - Dreamy Draw Park - Trail 105,
4/10/2020,E - Papago - 5K Fitness,369
4/10/2020,E - Papago - Archery,54
4/10/2020,E - Papago - Hole In The Rock,241
4/10/2020,E - PMP - 32nd St. Trailhead,484
4/10/2020,E - PMP - 40th St. Trailhead - East Access,403
4/10/2020,E - PMP - 40th St. Trailhead - Wash - West Access,364
4/10/2020,E - PMP - Piestewa Summit Trail,
4/10/2020,E - PMP - Trail 1240,801
4/10/2020,E - PMP - Trail 1344,278
4/10/2020,E - PMP - Trail8B - 7000 N. 36th,137
4/10/2020,N - 25th St. and Acoma-Shadow Mtn N,111
4/10/2020,N - 7th Ave - Peoria-Mtn. View Park Access,318
4/10/2020,N - Apache Wash Replacement,652
4/10/2020,N - Carefree Bridge - Cave Creek Wash,62
4/10/2020,N - Deem Hills - East - 39th Ave TH,188
4/10/2020,N - Deem Hills - West - 51st Ave TH,230
4/10/2020,N - Desert Hills - North - Ocotillo Trail,184
4/10/2020,N - Desert Hills - South - Sidewinder Trail,288
4/10/2020,N - Desert Vista TH - Hawk,298
4/10/2020,N - Lookout Mountain - 306 - North Side TH,882
4/10/2020,N - NMVC,405
4/10/2020,N - North Mountain - 44-Tower Road,1428
4/10/2020,N - Shaw Butte TH,601
4/10/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/10/2020,N-NM TOWER TR 44 REPL,
4/10/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,131
4/10/2020,RIO SALADO 2875 S. 7th Street SE,74
4/10/2020,RIO SALADO 3201 S. 16th Street SE,113
4/10/2020,RIO-16ST-SE-REPL,
4/10/2020,RIO-7TH ST SE-REPL,
4/10/2020,RIO-CENT-NEGW-REPL,
4/10/2020,South Mountain- Desert Classic Trail,324
4/10/2020,South Mountain-620 Trailhead,299
4/10/2020,South Mountain-Hau'Pal,271
4/10/2020,South Mountain-Holbert Trail,140
4/10/2020,South Mountain-Judith Tunell Trail,56
4/10/2020,South Mountain-Kiwanis Trail ,4
4/10/2020,South Mountain-Ma-Ha-Tuak Perimeter,139
4/10/2020,South Mountain-Mormon Trail,483
4/10/2020,South Mountain-Pima Dirt Rd. ,1239
4/10/2020,South Mountain-Pima West Loop,686
4/10/2020,South Mountain-Telegraph Pass Trail,463
4/11/2020,E - Camelback - Cholla Trail ,10
4/11/2020,E - Camelback - Echo Canyon Trail,425
4/11/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,580
4/11/2020,E - Dreamy Draw Park - Trail 106,
4/11/2020,E - Papago - 5K Fitness,321
4/11/2020,E - Papago - Archery,76
4/11/2020,E - Papago - Hole In The Rock,363
4/11/2020,E - PMP - 32nd St. Trailhead,431
4/11/2020,E - PMP - 40th St. Trailhead - East Access,465
4/11/2020,E - PMP - 40th St. Trailhead - Wash - West Access,307
4/11/2020,E - PMP - Piestewa Summit Trail,
4/11/2020,E - PMP - Trail 1448,780
4/11/2020,E - PMP - Trail 1552,275
4/11/2020,E - PMP - Trail8B - 7000 N. 36th,152
4/11/2020,N - 25th St. and Acoma-Shadow Mtn N,109
4/11/2020,N - 7th Ave - Peoria-Mtn. View Park Access,364
4/11/2020,N - Apache Wash Replacement,863
4/11/2020,N - Carefree Bridge - Cave Creek Wash,75
4/11/2020,N - Deem Hills - East - 39th Ave TH,298
4/11/2020,N - Deem Hills - West - 51st Ave TH,244
4/11/2020,N - Desert Hills - North - Ocotillo Trail,259
4/11/2020,N - Desert Hills - South - Sidewinder Trail,339
4/11/2020,N - Desert Vista TH - Hawk,407
4/11/2020,N - Lookout Mountain - 306 - North Side TH,823
4/11/2020,N - NMVC,462
4/11/2020,N - North Mountain - 44-Tower Road,1430
4/11/2020,N - Shaw Butte TH,362
4/11/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/11/2020,N-NM TOWER TR 44 REPL,
4/11/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,220
4/11/2020,RIO SALADO 2875 S. 7th Street SE,96
4/11/2020,RIO SALADO 3201 S. 16th Street SE,84
4/11/2020,RIO-16ST-SE-REPL,
4/11/2020,RIO-7TH ST SE-REPL,
4/11/2020,RIO-CENT-NEGW-REPL,
4/11/2020,South Mountain- Desert Classic Trail,421
4/11/2020,South Mountain-620 Trailhead,269
4/11/2020,South Mountain-Hau'Pal,363
4/11/2020,South Mountain-Holbert Trail,263
4/11/2020,South Mountain-Judith Tunell Trail,92
4/11/2020,South Mountain-Kiwanis Trail ,16
4/11/2020,South Mountain-Ma-Ha-Tuak Perimeter,152
4/11/2020,South Mountain-Mormon Trail,691
4/11/2020,South Mountain-Pima Dirt Rd. ,1108
4/11/2020,South Mountain-Pima West Loop,462
4/11/2020,South Mountain-Telegraph Pass Trail,556
4/12/2020,E - Camelback - Cholla Trail ,24
4/12/2020,E - Camelback - Echo Canyon Trail,512
4/12/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,678
4/12/2020,E - Dreamy Draw Park - Trail 106,
4/12/2020,E - Papago - 5K Fitness,346
4/12/2020,E - Papago - Archery,81
4/12/2020,E - Papago - Hole In The Rock,334
4/12/2020,E - PMP - 32nd St. Trailhead,454
4/12/2020,E - PMP - 40th St. Trailhead - East Access,422
4/12/2020,E - PMP - 40th St. Trailhead - Wash - West Access,351
4/12/2020,E - PMP - Piestewa Summit Trail,
4/12/2020,E - PMP - Trail 1448,778
4/12/2020,E - PMP - Trail 1552,266
4/12/2020,E - PMP - Trail8B - 7000 N. 36th,145
4/12/2020,N - 25th St. and Acoma-Shadow Mtn N,93
4/12/2020,N - 7th Ave - Peoria-Mtn. View Park Access,326
4/12/2020,N - Apache Wash Replacement,801
4/12/2020,N - Carefree Bridge - Cave Creek Wash,87
4/12/2020,N - Deem Hills - East - 39th Ave TH,232
4/12/2020,N - Deem Hills - West - 51st Ave TH,209
4/12/2020,N - Desert Hills - North - Ocotillo Trail,268
4/12/2020,N - Desert Hills - South - Sidewinder Trail,318
4/12/2020,N - Desert Vista TH - Hawk,379
4/12/2020,N - Lookout Mountain - 306 - North Side TH,785
4/12/2020,N - NMVC,436
4/12/2020,N - North Mountain - 44-Tower Road,1402
4/12/2020,N - Shaw Butte TH,786
4/12/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/12/2020,N-NM TOWER TR 44 REPL,
4/12/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,55
4/12/2020,RIO SALADO 2875 S. 7th Street SE,56
4/12/2020,RIO SALADO 3201 S. 16th Street SE,60
4/12/2020,RIO-16ST-SE-REPL,
4/12/2020,RIO-7TH ST SE-REPL,
4/12/2020,RIO-CENT-NEGW-REPL,
4/12/2020,South Mountain- Desert Classic Trail,312
4/12/2020,South Mountain-620 Trailhead,337
4/12/2020,South Mountain-Hau'Pal,337
4/12/2020,South Mountain-Holbert Trail,253
4/12/2020,South Mountain-Judith Tunell Trail,83
4/12/2020,South Mountain-Kiwanis Trail ,58
4/12/2020,South Mountain-Ma-Ha-Tuak Perimeter,131
4/12/2020,South Mountain-Mormon Trail,507
4/12/2020,South Mountain-Pima Dirt Rd. ,1187
4/12/2020,South Mountain-Pima West Loop,535
4/12/2020,South Mountain-Telegraph Pass Trail,473
4/13/2020,E - Camelback - Cholla Trail ,4
4/13/2020,E - Camelback - Echo Canyon Trail,383
4/13/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,498
4/13/2020,E - Dreamy Draw Park - Trail 107,
4/13/2020,E - Papago - 5K Fitness,324
4/13/2020,E - Papago - Archery,35
4/13/2020,E - Papago - Hole In The Rock,213
4/13/2020,E - PMP - 32nd St. Trailhead,332
4/13/2020,E - PMP - 40th St. Trailhead - East Access,345
4/13/2020,E - PMP - 40th St. Trailhead - Wash - West Access,280
4/13/2020,E - PMP - Piestewa Summit Trail,
4/13/2020,E - PMP - Trail 1656,702
4/13/2020,E - PMP - Trail 1760,214
4/13/2020,E - PMP - Trail8B - 7000 N. 36th,121
4/13/2020,N - 25th St. and Acoma-Shadow Mtn N,74
4/13/2020,N - 7th Ave - Peoria-Mtn. View Park Access,234
4/13/2020,N - Apache Wash Replacement,
4/13/2020,N - Carefree Bridge - Cave Creek Wash,
4/13/2020,N - Deem Hills - East - 39th Ave TH,171
4/13/2020,N - Deem Hills - West - 51st Ave TH,196
4/13/2020,N - Desert Hills - North - Ocotillo Trail,138
4/13/2020,N - Desert Hills - South - Sidewinder Trail,272
4/13/2020,N - Desert Vista TH - Hawk,220
4/13/2020,N - Lookout Mountain - 306 - North Side TH,719
4/13/2020,N - NMVC,350
4/13/2020,N - North Mountain - 44-Tower Road,1119
4/13/2020,N - Shaw Butte TH,150
4/13/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/13/2020,N-NM TOWER TR 44 REPL,
4/13/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,148
4/13/2020,RIO SALADO 2875 S. 7th Street SE,78
4/13/2020,RIO SALADO 3201 S. 16th Street SE,139
4/13/2020,RIO-16ST-SE-REPL,
4/13/2020,RIO-7TH ST SE-REPL,
4/13/2020,RIO-CENT-NEGW-REPL,
4/13/2020,South Mountain- Desert Classic Trail,234
4/13/2020,South Mountain-620 Trailhead,145
4/13/2020,South Mountain-Hau'Pal,282
4/13/2020,South Mountain-Holbert Trail,132
4/13/2020,South Mountain-Judith Tunell Trail,50
4/13/2020,South Mountain-Kiwanis Trail ,9
4/13/2020,South Mountain-Ma-Ha-Tuak Perimeter,124
4/13/2020,South Mountain-Mormon Trail,355
4/13/2020,South Mountain-Pima Dirt Rd. ,819
4/13/2020,South Mountain-Pima West Loop,521
4/13/2020,South Mountain-Telegraph Pass Trail,352
4/14/2020,E - Camelback - Cholla Trail ,12
4/14/2020,E - Camelback - Echo Canyon Trail,479
4/14/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,628
4/14/2020,E - Dreamy Draw Park - Trail 107,
4/14/2020,E - Papago - 5K Fitness,353
4/14/2020,E - Papago - Archery,62
4/14/2020,E - Papago - Hole In The Rock,226
4/14/2020,E - PMP - 32nd St. Trailhead,455
4/14/2020,E - PMP - 40th St. Trailhead - East Access,403
4/14/2020,E - PMP - 40th St. Trailhead - Wash - West Access,292
4/14/2020,E - PMP - Piestewa Summit Trail,
4/14/2020,E - PMP - Trail 1656,828
4/14/2020,E - PMP - Trail 1760,241
4/14/2020,E - PMP - Trail8B - 7000 N. 36th,150
4/14/2020,N - 25th St. and Acoma-Shadow Mtn N,115
4/14/2020,N - 7th Ave - Peoria-Mtn. View Park Access,408
4/14/2020,N - Apache Wash Replacement,
4/14/2020,N - Carefree Bridge - Cave Creek Wash,
4/14/2020,N - Deem Hills - East - 39th Ave TH,187
4/14/2020,N - Deem Hills - West - 51st Ave TH,193
4/14/2020,N - Desert Hills - North - Ocotillo Trail,214
4/14/2020,N - Desert Hills - South - Sidewinder Trail,340
4/14/2020,N - Desert Vista TH - Hawk,286
4/14/2020,N - Lookout Mountain - 306 - North Side TH,838
4/14/2020,N - NMVC,339
4/14/2020,N - North Mountain - 44-Tower Road,1576
4/14/2020,N - Shaw Butte TH,181
4/14/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/14/2020,N-NM TOWER TR 44 REPL,
4/14/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,176
4/14/2020,RIO SALADO 2875 S. 7th Street SE,84
4/14/2020,RIO SALADO 3201 S. 16th Street SE,126
4/14/2020,RIO-16ST-SE-REPL,
4/14/2020,RIO-7TH ST SE-REPL,
4/14/2020,RIO-CENT-NEGW-REPL,
4/14/2020,South Mountain- Desert Classic Trail,370
4/14/2020,South Mountain-620 Trailhead,165
4/14/2020,South Mountain-Hau'Pal,270
4/14/2020,South Mountain-Holbert Trail,158
4/14/2020,South Mountain-Judith Tunell Trail,17
4/14/2020,South Mountain-Kiwanis Trail ,17
4/14/2020,South Mountain-Ma-Ha-Tuak Perimeter,252
4/14/2020,South Mountain-Mormon Trail,481
4/14/2020,South Mountain-Pima Dirt Rd. ,981
4/14/2020,South Mountain-Pima West Loop,500
4/14/2020,South Mountain-Telegraph Pass Trail,410
4/15/2020,E - Camelback - Cholla Trail ,20
4/15/2020,E - Camelback - Echo Canyon Trail,506
4/15/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,611
4/15/2020,E - Dreamy Draw Park - Trail 108,
4/15/2020,E - Papago - 5K Fitness,338
4/15/2020,E - Papago - Archery,46
4/15/2020,E - Papago - Hole In The Rock,247
4/15/2020,E - PMP - 32nd St. Trailhead,374
4/15/2020,E - PMP - 40th St. Trailhead - East Access,376
4/15/2020,E - PMP - 40th St. Trailhead - Wash - West Access,329
4/15/2020,E - PMP - Piestewa Summit Trail,
4/15/2020,E - PMP - Trail 1864,835
4/15/2020,E - PMP - Trail 1968,218
4/15/2020,E - PMP - Trail8B - 7000 N. 36th,113
4/15/2020,N - 25th St. and Acoma-Shadow Mtn N,109
4/15/2020,N - 7th Ave - Peoria-Mtn. View Park Access,271
4/15/2020,N - Apache Wash Replacement,
4/15/2020,N - Carefree Bridge - Cave Creek Wash,
4/15/2020,N - Deem Hills - East - 39th Ave TH,175
4/15/2020,N - Deem Hills - West - 51st Ave TH,217
4/15/2020,N - Desert Hills - North - Ocotillo Trail,176
4/15/2020,N - Desert Hills - South - Sidewinder Trail,272
4/15/2020,N - Desert Vista TH - Hawk,254
4/15/2020,N - Lookout Mountain - 306 - North Side TH,834
4/15/2020,N - NMVC,330
4/15/2020,N - North Mountain - 44-Tower Road,1656
4/15/2020,N - Shaw Butte TH,178
4/15/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/15/2020,N-NM TOWER TR 44 REPL,
4/15/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,142
4/15/2020,RIO SALADO 2875 S. 7th Street SE,61
4/15/2020,RIO SALADO 3201 S. 16th Street SE,63
4/15/2020,RIO-16ST-SE-REPL,
4/15/2020,RIO-7TH ST SE-REPL,
4/15/2020,RIO-CENT-NEGW-REPL,
4/15/2020,South Mountain- Desert Classic Trail,302
4/15/2020,South Mountain-620 Trailhead,187
4/15/2020,South Mountain-Hau'Pal,319
4/15/2020,South Mountain-Holbert Trail,125
4/15/2020,South Mountain-Judith Tunell Trail,38
4/15/2020,South Mountain-Kiwanis Trail ,17
4/15/2020,South Mountain-Ma-Ha-Tuak Perimeter,287
4/15/2020,South Mountain-Mormon Trail,508
4/15/2020,South Mountain-Pima Dirt Rd. ,1021
4/15/2020,South Mountain-Pima West Loop,483
4/15/2020,South Mountain-Telegraph Pass Trail,394
4/16/2020,E - Camelback - Cholla Trail ,13
4/16/2020,E - Camelback - Echo Canyon Trail,502
4/16/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,609
4/16/2020,E - Dreamy Draw Park - Trail 109,
4/16/2020,E - Papago - 5K Fitness,347
4/16/2020,E - Papago - Archery,93
4/16/2020,E - Papago - Hole In The Rock,227
4/16/2020,E - PMP - 32nd St. Trailhead,450
4/16/2020,E - PMP - 40th St. Trailhead - East Access,354
4/16/2020,E - PMP - 40th St. Trailhead - Wash - West Access,263
4/16/2020,E - PMP - Piestewa Summit Trail,
4/16/2020,E - PMP - Trail 2072,716
4/16/2020,E - PMP - Trail 2176,225
4/16/2020,E - PMP - Trail8B - 7000 N. 36th,131
4/16/2020,N - 25th St. and Acoma-Shadow Mtn N,77
4/16/2020,N - 7th Ave - Peoria-Mtn. View Park Access,278
4/16/2020,N - Apache Wash Replacement,
4/16/2020,N - Carefree Bridge - Cave Creek Wash,
4/16/2020,N - Deem Hills - East - 39th Ave TH,162
4/16/2020,N - Deem Hills - West - 51st Ave TH,162
4/16/2020,N - Desert Hills - North - Ocotillo Trail,125
4/16/2020,N - Desert Hills - South - Sidewinder Trail,280
4/16/2020,N - Desert Vista TH - Hawk,250
4/16/2020,N - Lookout Mountain - 306 - North Side TH,804
4/16/2020,N - NMVC,299
4/16/2020,N - North Mountain - 44-Tower Road,1615
4/16/2020,N - Shaw Butte TH,188
4/16/2020,N -15th Ave - Yucca-Shaw Butte SW,
4/16/2020,N-NM TOWER TR 44 REPL,
4/16/2020,RIO SALADO 2439 S. Central Avenue NE GATEWAY,143
4/16/2020,RIO SALADO 2875 S. 7th Street SE,45
4/16/2020,RIO SALADO 3201 S. 16th Street SE,90
4/16/2020,RIO-16ST-SE-REPL,
4/16/2020,RIO-7TH ST SE-REPL,
4/16/2020,RIO-CENT-NEGW-REPL,
4/16/2020,South Mountain- Desert Classic Trail,294
4/16/2020,South Mountain-620 Trailhead,171
4/16/2020,South Mountain-Hau'Pal,259
4/16/2020,South Mountain-Holbert Trail,118
4/16/2020,South Mountain-Judith Tunell Trail,49
4/16/2020,South Mountain-Kiwanis Trail ,32
4/16/2020,South Mountain-Ma-Ha-Tuak Perimeter,197
4/16/2020,South Mountain-Mormon Trail,518
4/16/2020,South Mountain-Pima Dirt Rd. ,955
4/16/2020,South Mountain-Pima West Loop,455
4/16/2020,South Mountain-Telegraph Pass Trail,389
4/17/2020,E - Camelback - Cholla Trail ,12
4/17/2020,E - Camelback - Echo Canyon Trail,515
4/17/2020,E - Dreamy Draw Park - Bike Path - Restroom Area,539
4/17/2020,E - Dreamy Draw Park - Trail 110,
4/17/2020,E - Papago - 5K Fitness,295
4/17/2020,E - Papago - Archery,39
4/17/2020,E - Papago - Hole In The Rock,226
4/17/2020,E - PMP - 32nd St. Trailhead,435
4/17/2020,E - PMP - 40th St. Trailhead - East Access,353
4/17/2020,E - PMP - 40th St. Trailhead - Wash - West Access,259
4/17/2020,E - PMP - Piestewa Summit Trail,
